Genes	Type
WNT11	Senescence
WNT16	Senescence
WNT2	Senescence
WNT3	Senescence
WNT4	Senescence
WNT5A	Senescence
WNT5B	Senescence
WNT6	Senescence
WNT7A	Senescence
WNT7B	Senescence
WNT8A	Senescence
WNT8B	Senescence
WNT9A	Senescence
WNT9B	Senescence
ZFHX3	Senescence
ZIC3	Senescence
HRAS	Senescence
ID1	Senescence
HESX1	Senescence
HNF1A	Senescence
ID4	Senescence
IGF1	Senescence
ID2	Senescence
ID3	Senescence
INHBA	Senescence
IGF1R	Senescence
IL6ST	Senescence
PSMA6	Stemness
PSMA3	Stemness
RCHY1	Stemness
RECQL4	Stemness
PSMD11	Stemness
PSME3	Stemness
PTMA	Stemness
PTPN6	Stemness
PXN	Stemness
RAD51	Stemness
RAD54L	Stemness
RAD9A	Stemness
RASL11B	Stemness
RBM14	Stemness
RBPMS	Stemness
RUVBL1	Stemness
SALL4	Stemness
RFC2	Stemness
RFC3	Stemness
RFC4	Stemness
RFC5	Stemness
RMND5B	Stemness
RND1	Stemness
RNMTL1	Stemness
RPA1	Stemness
RPA2	Stemness
RPA3	Stemness
RPP40	Stemness
AATF	Stemness
ACTA1	Stemness
AIMP2	Stemness
ANAPC1	Stemness
ANP32A	Stemness
ANXA2	Stemness
ANXA3	Stemness
APEX1	Stemness
APOE	Stemness
ARID3B	Stemness
ARL4A	Stemness
ARMC6	Stemness
ATIC	Stemness
AURKA	Stemness
AURKB	Stemness
BAK1	Stemness
BAT3	Stemness
BCCIP	Stemness
BCL2	Stemness
BIK	Stemness
BIRC5	Stemness
BLM	Stemness
BRIX	Stemness
BUB1B	Stemness
BYSL	Stemness
CASP6	Stemness
CASP9	Stemness
CCDC5	Stemness
CCNA2	Stemness
CCNB1	Stemness
CCNB2	Stemness
CCND1	Stemness
CCNE1	Stemness
CDA	Stemness
CDC2	Stemness
CDC25C	Stemness
CDC45L	Stemness
CDC7	Stemness
CDK7	Stemness
CDT1	Stemness
CEBPZ	Stemness
CENPE	Stemness
CHAF1A	Stemness
CHEK1	Stemness
CHEK2	Stemness
CKS1B	Stemness
CKS2	Stemness
COIL	Stemness
COPS3	Stemness
COPS6	Stemness
CROP	Stemness
CTBP2	Stemness
CXADR	Stemness
DAXX	Stemness
DAZAP1	Stemness
DCC1	Stemness
DCTPP1	Stemness
DDX11	Stemness
DHCR24	Stemness
DHFR	Stemness
DIAPH1	Stemness
DNMT3B	Stemness
DPPA2	Stemness
ELAC2	Stemness
EPPK1	Stemness
ERBB3	Stemness
ERCC5	Stemness
EWSR1	Stemness
EXO1	Stemness
EXOSC3	Stemness
EXOSC7	Stemness
EXOSC8	Stemness
EXOSC9	Stemness
FAM136A	Stemness
FBL	Stemness
FBP1	Stemness
FEN1	Stemness
FKBP3	Stemness
FOXO4	Stemness
FUBP1	Stemness
FUS	Stemness
GADD45A	Stemness
GAR1	Stemness
GDF9	Stemness
GEMIN6	Stemness
GEMIN7	Stemness
GMNN	Stemness
GMPS	Stemness
GNL3	Stemness
GOT2	Stemness
GPRIN2	Stemness
GRB7	Stemness
GTF2H2	Stemness
HDAC1	Stemness
HDAC2	Stemness
HIST1H2BC	Stemness
HMGA1	Stemness
HMGB1	Stemness
HMMR	Stemness
HNRPAB	Stemness
HNRPK	Stemness
HPRT1	Stemness
HSP90AB1	Stemness
HSPA14	Stemness
HSPA2	Stemness
HSPA8	Stemness
HSPA9B	Stemness
HSPD1	Stemness
HSPE1	Stemness
HSPH1	Stemness
ITGB3BP	Stemness
KIT	Stemness
KPNA2	Stemness
KPNB1	Stemness
LCK	Stemness
LRIF1	Stemness
LSM1	Stemness
LSM3	Stemness
LSM4	Stemness
LSM5	Stemness
LSM6	Stemness
LSM7	Stemness
MATK	Stemness
MBD2	Stemness
MCM10	Stemness
MCM2	Stemness
MCM3	Stemness
MCM4	Stemness
MCM5	Stemness
MCM6	Stemness
MIZ1	Stemness
MNAT1	Stemness
MPP6	Stemness
MRE11A	Stemness
MRPS12	Stemness
MSH2	Stemness
MSH3	Stemness
MSH6	Stemness
MT1G	Stemness
MTHFD1	Stemness
MUTYH	Stemness
MYB	Stemness
MYBBP1A	Stemness
MYBL2	Stemness
MYC	Stemness
MYST2	Stemness
NACC1	Stemness
NANOG	Stemness
NCL	Stemness
NFKBIB	Stemness
NLE1	Stemness
NME1	Stemness
NME2	Stemness
NOC2L	Stemness
NOL5A	Stemness
NOLC1	Stemness
NOP58	Stemness
NP	Stemness
NPM1	Stemness
NPPB	Stemness
NTHL1	Stemness
NUDT1	Stemness
NUP153	Stemness
NUP50	Stemness
ORC1L	Stemness
ORC2L	Stemness
ORC6L	Stemness
OTX2	Stemness
PA2G4	Stemness
PAK1	Stemness
PAK3	Stemness
PARP1	Stemness
PASK	Stemness
PBX1	Stemness
PCNA	Stemness
PCYT1B	Stemness
PELP1	Stemness
PFDN6	Stemness
PFN1	Stemness
PHB	Stemness
PHC1	Stemness
PHF10	Stemness
PHGDH	Stemness
PLSCR1	Stemness
PMAIP1	Stemness
PMF1	Stemness
PNN	Stemness
POLD1	Stemness
POLD2	Stemness
POLG2	Stemness
POLQ	Stemness
POLR1C	Stemness
POLR1D	Stemness
POP1	Stemness
POP5	Stemness
POP7	Stemness
POU5F1	Stemness
PPAN	Stemness
PPAP2C	Stemness
PPID	Stemness
PPM1B	Stemness
PRMT5	Stemness
PRNP	Stemness
PSIP1	Stemness
SNRPB	Stemness
SNRPC	Stemness
SNRPD1	Stemness
SNRPE	Stemness
SNRPF	Stemness
SNRPN	Stemness
SNURF	Stemness
SOCS1	Stemness
SP1	Stemness
SPAG5	Stemness
SRSF2	Stemness
SRSF3	Stemness
SSB	Stemness
STIP1	Stemness
STRBP	Stemness
STX3	Stemness
STXBP2	Stemness
STXBP3	Stemness
SUMO1	Stemness
SUPT3H	Stemness
SYNCRIP	Stemness
TARBP2	Stemness
TCERG1	Stemness
TCOF1	Stemness
TDGF1	Stemness
TDP2	Stemness
TGIF	Stemness
TK1	Stemness
SEPHS1	Stemness
SET	Stemness
SFRS1	Stemness
SIGLEC12	Stemness
SIP1	Stemness
SIRT1	Stemness
SLC19A1	Stemness
SMARCA	Stemness
SMARCC1	Stemness
SMN1	Stemness
SMNDC1	Stemness
SNRPA	Stemness
UNC119	Stemness
UNG	Stemness
VAMP8	Stemness
VASP	Stemness
WDR33	Stemness
WDR77	Stemness
WDYHV1	Stemness
WEE1	Stemness
WRAP73	Stemness
WRN	Stemness
XRCC5	Stemness
ZFP42	Stemness
ZNF165	Stemness
ZNF281	Stemness
ZNF593	Stemness
TMPO	Stemness
TMSB4Y	Stemness
TNFRSF8	Stemness
TNNI3	Stemness
TOE1	Stemness
TP53	Stemness
TPX2	Stemness
TRAIP	Stemness
TRIM28	Stemness
TRIP13	Stemness
TUBA3C	Stemness
U2AF1	Stemness
ZSCAN10	Senescence
NR6A1	Senescence
PBX1	Senescence
POU5F1	Senescence
PRDM14	Senescence
SALL4	Senescence
SMAD2	Senescence
SMAD4	Senescence
SOX2	Senescence
STAT3	Senescence
TDGF1	Senescence
TSC22D1	Senescence
ZIC3	Senescence
CDX2	Senescence
DKK1	Senescence
EOMES	Senescence
EPAS1	Senescence
EPHA1	Senescence
FGF2	Senescence
FOXD3	Senescence
GATA6	Senescence
GSC	Senescence
HHEX	Senescence
HIF3A	Senescence
KLF4	Senescence
LIN28	Senescence
NANOG	Senescence
NR5A1	Senescence
PIK3IP1	Senescence
SLC1A1	Senescence
HIST1H2BK	Senescence
TP53INP1	Senescence
IGFBP5	Senescence
IFI6	Senescence
ZMAT3	Senescence
GABARAPL1	Senescence
PINK1	Senescence
YPEL5	Senescence
PAM	Senescence
IGFBP7	Senescence
HIST1H4H	Senescence
SLC9A7	Senescence
RRM2B	Senescence
MXRA7	Senescence
CLDN1	Senescence
HIST1H2AC	Senescence
SAT1	Senescence
PSG7	Senescence
PCYOX1	Senescence
CDKN1A	Senescence
HIST1H1C	Senescence
PAMR1	Senescence
ANTXR1	Senescence
DYNLT3	Senescence
SPARC	Senescence
GRN	Senescence
DNAJB4	Senescence
FAM214A	Senescence
PSG4	Senescence
GPR155	Senescence
HIST1H2BC	Senescence
CCND1	Senescence
TMEM217	Senescence
HIST2H2BE	Senescence
PLAT	Senescence
CERCAM	Senescence
MX1	Senescence
OSTM1	Senescence
GAS6	Senescence
FILIP1L	Senescence
TRIM22	Senescence
PLA2G4C	Senescence
NUAK1	Senescence
ATP6V0E1	Senescence
STC2	Senescence
SGIP1	Senescence
PERP	Senescence
SERINC1	Senescence
PLXNA3	Senescence
USP53	Senescence
LUM	Senescence
APLP1	Senescence
GLRX	Senescence
FN1	Senescence
GPNMB	Senescence
CITED2	Senescence
PSG1	Senescence
PSG5	Senescence
CTSF	Senescence
ATP6AP1	Senescence
CYB5R1	Senescence
INA	Senescence
PCDH10	Senescence
PSG6	Senescence
LRRN3	Senescence
PGM2L1	Senescence
ATP6AP2	Senescence
GPR137B	Senescence
ZNFX1	Senescence
MAP3K7CL	Senescence
TMEM45A	Senescence
SERPINB2	Senescence
HIST1H2BD	Senescence
CYFIP2	Senescence
SLC17A5	Senescence
HSPB8	Senescence
CTSD	Senescence
ACYP2	Senescence
ITM2B	Senescence
NEXN	Senescence
C1orf198	Senescence
SCD5	Senescence
SUGCT	Senescence
TGFB2	Senescence
TIMP2	Senescence
PSG2	Senescence
FNDC4	Senescence
RAB6B	Senescence
ASAH1	Senescence
DNAJB9	Senescence
LRP1	Senescence
L1CAM	Senescence
GLS	Senescence
TSPAN13	Senescence
BRI3	Senescence
STX12	Senescence
DDX58	Senescence
DAGLB	Senescence
DPP4	Senescence
COX7A1	Senescence
FBXO32	Senescence
ENC1	Senescence
TMTC1	Senescence
TMEM47	Senescence
CALD1	Senescence
STAT1	Senescence
SMPD1	Senescence
MFSD1	Senescence
TMEM9B	Senescence
BSDC1	Senescence
PLCB4	Senescence
ATP2B4	Senescence
IGF2R	Senescence
PLA2G15	Senescence
NCSTN	Senescence
PIK3R3	Senescence
F3	Senescence
MAP1LC3B	Senescence
PRSS23	Senescence
PPP1R3C	Senescence
ATP6V1G1	Senescence
CREG1	Senescence
NTN4	Senescence
PLOD2	Senescence
ATP6V1A	Senescence
DKK3	Senescence
CLIP3	Senescence
DUSP3	Senescence
CTSB	Senescence
CD163L1	Senescence
MAST3	Senescence
FZD8	Senescence
TMEM178B	Senescence
GDF15	Senescence
ARHGAP29	Senescence
KCTD16	Senescence
NPDC1	Senescence
PRNP	Senescence
CYB5D2	Senescence
ADAMTS5	Senescence
MFSD11	Senescence
BTG2	Senescence
CALCOCO1	Senescence
TMEM127	Senescence
NRBP2	Senescence
SERPINI1	Senescence
MXD4	Senescence
AK3	Senescence
MMP12	Senescence
IFIT2	Senescence
FUCA1	Senescence
ISCU	Senescence
COBLL1	Senescence
FAT1	Senescence
SAMD9L	Senescence
EPHA4	Senescence
CREBRF	Senescence
JMY	Senescence
FAXDC2	Senescence
OPTN	Senescence
ISG15	Senescence
CD36	Senescence
PLXDC2	Senescence
GNPTG	Senescence
FAM214B	Senescence
SLC25A20	Senescence
WFS1	Senescence
SORT1	Senescence
KIAA1191	Senescence
P3H2	Senescence
TM7SF3	Senescence
2-Mar	Senescence
CRYL1	Senescence
MXI1	Senescence
MFGE8	Senescence
LAMC1	Senescence
KIF3C	Senescence
KCNJ2	Senescence
IDS	Senescence
HEXB	Senescence
HAGH	Senescence
SLC46A3	Senescence
KCNMB4	Senescence
SESN1	Senescence
MAMDC2	Senescence
DDAH1	Senescence
SVIL	Senescence
TMEM131	Senescence
PSG9	Senescence
DNASE1L1	Senescence
SAMD9	Senescence
DAB2	Senescence
SPATA18	Senescence
COL8A1	Senescence
CYP2U1	Senescence
MLLT11	Senescence
TGOLN2	Senescence
TOB1	Senescence
DHRS3	Senescence
ADAM23	Senescence
ITFG1	Senescence
SLC35F5	Senescence
TIMP3	Senescence
SLC20A2	Senescence
SELENOW	Senescence
PTPRK	Senescence
NIPAL3	Senescence
PRPS1	Senescence
TMEM106B	Senescence
PLOD1	Senescence
ATP6V0C	Senescence
PDK2	Senescence
ARMCX3	Senescence
ANGPTL4	Senescence
ADIPOR1	Senescence
MDM2	Senescence
MANBA	Senescence
LOXL2	Senescence
RAB11FIP5	Senescence
LRP10	Senescence
MPC2	Senescence
MAN2B2	Senescence
AKR1B1	Senescence
MAPRE3	Senescence
FGF2	Senescence
DUSP6	Senescence
GADD45A	Senescence
CTSZ	Senescence
CRYAB	Senescence
TPRG1L	Senescence
FRMD6	Senescence
GINM1	Senescence
GALNT5	Senescence
PGRMC2	Senescence
CDKN2B	Senescence
P2RX5	Senescence
ARRDC4	Senescence
TNFRSF10D	Senescence
PIGZ	Senescence
TIGAR	Senescence
STYK1	Senescence
SARAF	Senescence
CASTOR3	Senescence
FTH1	Senescence
CBX7	Senescence
TANGO2	Senescence
CD81	Senescence
TMEM59	Senescence
PEA15	Senescence
STC1	Senescence
BPGM	Senescence
ANKRD1	Senescence
LMOD1	Senescence
CNN1	Senescence
SERINC3	Senescence
SEMA3C	Senescence
SYNGR1	Senescence
NABP1	Senescence
SGSH	Senescence
PCDHB16	Senescence
CMYA5	Senescence
ZNF610	Senescence
ZNF582	Senescence
LACC1	Senescence
GBA	Senescence
TNFSF10	Senescence
TAP1	Senescence
SYT1	Senescence
TMEM30A	Senescence
DCBLD1	Senescence
NAP1L5	Senescence
SLC43A2	Senescence
ATG4A	Senescence
NBEAL1	Senescence
PLPP4	Senescence
CCNG1	Senescence
TSC22D1	Senescence
CYSTM1	Senescence
TM2D1	Senescence
COQ10B	Senescence
VAMP2	Senescence
4-Mar	Senescence
TBC1D19	Senescence
HERC6	Senescence
RETSAT	Senescence
KLHL24	Senescence
ARL15	Senescence
CPA4	Senescence
LRPAP1	Senescence
ARHGEF37	Senescence
C5orf46	Senescence
INPP5D	Senescence
FAS	Senescence
IFIT1	Senescence
GRINA	Senescence
ANGPT1	Senescence
VPS41	Senescence
OPN3	Senescence
FOLR3	Senescence
FLNC	Senescence
EDN1	Senescence
PRICKLE2	Senescence
ANKRD29	Senescence
UBR3	Senescence
MAN1B1	Senescence
PRAF2	Senescence
PNRC1	Senescence
NPC2	Senescence
DPYSL4	Senescence
CPQ	Senescence
FRY	Senescence
PREPL	Senescence
ORMDL3	Senescence
PGAP3	Senescence
PAPSS2	Senescence
PSTPIP2	Senescence
CCND2	Senescence
RIOK3	Senescence
ADAM19	Senescence
FBXL20	Senescence
OGFRL1	Senescence
DDA1	Senescence
VKORC1	Senescence
THBS1	Senescence
TGM2	Senescence
SOX4	Senescence
FNDC3B	Senescence
ABHD4	Senescence
PLEKHA1	Senescence
RARRES3	Senescence
PTPRM	Senescence
RHBDD2	Senescence
PRRG1	Senescence
EDEM2	Senescence
HHAT	Senescence
POMGNT1	Senescence
DRAM1	Senescence
RIN2	Senescence
ZFYVE1	Senescence
MYOZ2	Senescence
TRPV2	Senescence
FAM198B	Senescence
KCNN2	Senescence
APP	Senescence
IGFBP3	Senescence
SP110	Senescence
IFI27	Senescence
AOX1	Senescence
LMCD1	Senescence
GPER1	Senescence
GPC1	Senescence
GM2A	Senescence
TANC1	Senescence
TNFRSF21	Senescence
KRTAP1-5	Senescence
ZBTB20	Senescence
HIST1H2BE	Senescence
AHCYL2	Senescence
TVP23B	Senescence
KIAA0930	Senescence
LIMCH1	Senescence
PCNX1	Senescence
ELL2	Senescence
FHL1	Senescence
CLN8	Senescence
GLB1	Senescence
BMT2	Senescence
CTGF	Senescence
GABARAP	Senescence
BLCAP	Senescence
CAP2	Senescence
MRVI1	Senescence
HDAC9	Senescence
IPO13	Senescence
ATP6V0D1	Senescence
TNFRSF10B	Senescence
WDR26	Senescence
REEP5	Senescence
ZFAND5	Senescence
WNT5A	Senescence
UBE2H	Senescence
TPM2	Senescence
TAPBP	Senescence
NXPE3	Senescence
SMURF2	Senescence
PIP4K2C	Senescence
RRAS	Senescence
TAF13	Senescence
SQOR	Senescence
PLSCR4	Senescence
PCDHB8	Senescence
ZBTB4	Senescence
ANO10	Senescence
SEMA6A	Senescence
SLFN12	Senescence
HEG1	Senescence
CCDC9B	Senescence
SLC44A2	Senescence
NCKAP5	Senescence
MASP1	Senescence
LRP12	Senescence
LPCAT2	Senescence
SLC25A4	Senescence
DHRS7	Senescence
WDR63	Senescence
GDE1	Senescence
CDKN2A	Senescence
MYLK	Senescence
STS	Senescence
LOX	Senescence
RND3	Senescence
ARF4	Senescence
ITGB5	Senescence
ITGAV	Senescence
ITGA2	Senescence
SERINC2	Senescence
ANXA4	Senescence
GOLGB1	Senescence
GFPT1	Senescence
TCTN3	Senescence
RAI14	Senescence
MRAS	Senescence
EFEMP1	Senescence
SLC31A2	Senescence
DHRS1	Senescence
GLMP	Senescence
DUSP10	Senescence
RAB40B	Senescence
NDRG1	Senescence
TMBIM1	Senescence
TPM1	Senescence
LAMB2	Senescence
EPAS1	Senescence
SLC16A3	Senescence
MCFD2	Senescence
P4HA2	Senescence
MGARP	Senescence
DYNLRB2	Senescence
PDCD1LG2	Senescence
ULBP2	Senescence
C3	Senescence
ATP10D	Senescence
MCOLN1	Senescence
EMC7	Senescence
SULF2	Senescence
CPPED1	Senescence
CTSA	Senescence
MANSC1	Senescence
CHPF2	Senescence
ETV7	Senescence
C11orf96	Senescence
IFIT3	Senescence
HLA-B	Senescence
AMPD3	Senescence
WDR47	Senescence
RBM24	Senescence
DGKA	Senescence
C19orf18	Senescence
SELENOM	Senescence
FAM43A	Senescence
CDH10	Senescence
SNPH	Senescence
SH3PXD2A	Senescence
CAVIN4	Senescence
DNER	Senescence
FANK1	Senescence
LMBRD2	Senescence
CAV2	Senescence
C15orf48	Senescence
UCHL1	Senescence
TMEM35A	Senescence
RHOU	Senescence
HTRA1	Senescence
PCDHB2	Senescence
MMP3	Senescence
LIPA	Senescence
CXCL10	Senescence
ICAM1	Senescence
SLC25A45	Senescence
RNF11	Senescence
APOL2	Senescence
TBC1D9	Senescence
FAM219A	Senescence
LINGO2	Senescence
AHNAK2	Senescence
SYNGR2	Senescence
APH1B	Senescence
ARMC9	Senescence
SCG2	Senescence
RNF103	Senescence
TLR3	Senescence
BTC	Senescence
SIL1	Senescence
IFIH1	Senescence
PHTF2	Senescence
BAIAP2L1	Senescence
CNNM2	Senescence
PODXL	Senescence
ARHGEF3	Senescence
ATP6V0A4	Senescence
IGIP	Senescence
NAP1L3	Senescence
TSPAN11	Senescence
MEST	Senescence
SAMD12	Senescence
SHC4	Senescence
KCTD4	Senescence
TUBG2	Senescence
FBXO6	Senescence
SIPA1L1	Senescence
LRRC6	Senescence
SULF1	Senescence
RIMS1	Senescence
SCUBE3	Senescence
OTUD1	Senescence
CYB561A3	Senescence
ABCA3	Senescence
DIO2	Senescence
DDB2	Senescence
ITPRIPL2	Senescence
TXNIP	Senescence
IFITM3	Senescence
EDIL3	Senescence
PBK	Stemness
EXO1	Stemness
CCNA2	Stemness
NCAPG2	Stemness
NUF2	Stemness
NUSAP1	Stemness
SKA3	Stemness
TACC3	Stemness
AURKA	Stemness
MRPL1	Stemness
HJURP	Stemness
MAD2L1	Stemness
TK1	Stemness
CDCA7	Stemness
BUB1	Stemness
MELK	Stemness
CDK1	Stemness
TTK	Stemness
ANLN	Stemness
DTL	Stemness
MCM3	Stemness
BIRC5	Stemness
TRIP13	Stemness
CENPU	Stemness
ATAD2	Stemness
ZWINT	Stemness
PCLAF	Stemness
KIF23	Stemness
DEK	Stemness
ZNF22	Stemness
RRM2	Stemness
SLIT2	Stemness
UBE2C	Stemness
TPX2	Stemness
PAICS	Stemness
SAPCD2	Stemness
ZWILCH	Stemness
MKI67	Stemness
H2AFZ	Stemness
CDCA2	Stemness
CENPF	Stemness
DLGAP5	Stemness
ACTL6A	Stemness
LMNB2	Stemness
CDC45	Stemness
CENPM	Stemness
TOP2A	Stemness
RANBP1	Stemness
OLFML3	Stemness
FANCI	Stemness
MYBL2	Stemness
KPNA2	Stemness
KIF11	Stemness
HELLS	Stemness
NCAPH	Stemness
FEN1	Stemness
CENPK	Stemness
HYLS1	Stemness
FOXM1	Stemness
TSEN15	Stemness
DDX39A	Stemness
SPAG5	Stemness
NDC80	Stemness
CDKN3	Stemness
FKBP5	Stemness
CDC20	Stemness
PRC1	Stemness
CCNF	Stemness
SSRP1	Stemness
AURKB	Stemness
NCAPG	Stemness
SNRPF	Stemness
HNRNPA3	Stemness
SNRPD1	Stemness
RPL22L1	Stemness
SFPQ	Stemness
NUP107	Stemness
DEPDC1	Stemness
CEP55	Stemness
GMNN	Stemness
TPRKB	Stemness
NASP	Stemness
MCM6	Stemness
MCM4	Stemness
HNRNPD	Stemness
HNRNPA1	Stemness
EZH2	Stemness
CTCF	Stemness
SMC4	Stemness
CDC6	Stemness
GMPS	Stemness
TYMS	Stemness
TMPO	Stemness
CXCL12	Stemness
LBR	Stemness
MTHFD2	Stemness
SHCBP1	Stemness
FIGNL1	Stemness
ERCC6L	Stemness
GINS2	Stemness
GPSM2	Stemness
SKA1	Stemness
RAD51AP1	Stemness
TROAP	Stemness
PTTG1	Stemness
CDC7	Stemness
WDR76	Stemness
POLA1	Stemness
RFC4	Stemness
CENPA	Stemness
PRR11	Stemness
ASF1B	Stemness
LYAR	Stemness
PRIM1	Stemness
PIMREG	Stemness
PLK1	Stemness
PFAS	Stemness
RNF138	Stemness
HMMR	Stemness
UBE2T	Stemness
NUP205	Stemness
ECT2	Stemness
EXOSC8	Stemness
ANP32B	Stemness
CCNB2	Stemness
PRPF4	Stemness
SMC3	Stemness
WDR34	Stemness
PSRC1	Stemness
ANP32E	Stemness
NARS2	Stemness
NUP37	Stemness
GINS3	Stemness
CLSPN	Stemness
NDC1	Stemness
DERA	Stemness
ODC1	Stemness
KIFC1	Stemness
HMGB2	Stemness
POC1A	Stemness
CENPE	Stemness
CDKN2C	Stemness
MCM10	Stemness
NOP58	Stemness
FANCE	Stemness
CDCA3	Stemness
TCF19	Stemness
SRSF3	Stemness
RFC3	Stemness
PXMP2	Stemness
POLE2	Stemness
SCARA3	Stemness
PCOLCE	Stemness
PCNA	Stemness
NEK2	Stemness
MCM5	Stemness
IMPDH2	Stemness
HNRNPA2B1	Stemness
HMGB1	Stemness
FBXO5	Stemness
FBL	Stemness
AEBP1	Stemness
RNASEH2A	Stemness
FST	Stemness
HNRNPR	Stemness
CDK4	Stemness
CCNB1	Stemness
MND1	Stemness
NUP85	Stemness
ASPM	Stemness
CDC25B	Stemness
PPP1CC	Stemness
HNRNPAB	Stemness
DUT	Stemness
CKS2	Stemness
HAUS8	Stemness
FAM83D	Stemness
E2F8	Stemness
MALL	Stemness
ZNF711	Stemness
RBMX	Stemness
BUB1B	Stemness
MNS1	Stemness
CDCA8	Stemness
MCM7	Stemness
LMNB1	Stemness
FANCG	Stemness
FAM72D	Stemness
PARP1	Stemness
CKS1B	Stemness
PRMT3	Stemness
HIST1H4C	Stemness
ZNF662	Stemness
KIF4A	Stemness
BRIP1	Stemness
CHAF1B	Stemness
SRSF7	Stemness
RAD51	Stemness
TNFRSF19	Stemness
BRIX1	Stemness
TMEM119	Stemness
PHF19	Stemness
FUS	Stemness
ZNF367	Stemness
DHFR	Stemness
CDCA5	Stemness
MRPL3	Stemness
CMSS1	Stemness
KIF15	Stemness
CENPW	Stemness
DKC1	Stemness
TEX30	Stemness
DDX18	Stemness
SEH1L	Stemness
BORA	Stemness
USP1	Stemness
SKP2	Stemness
FAM111A	Stemness
RPA3	Stemness
G2E3	Stemness
TMA16	Stemness
WDYHV1	Stemness
NPM1	Stemness
ASNS	Stemness
H1F0	Stemness
DCPS	Stemness
CKAP2	Stemness
EIF4EBP1	Stemness
DNMT1	Stemness
SAAL1	Stemness
PPIH	Stemness
CDK2	Stemness
SHMT2	Stemness
SERPINF1	Stemness
KIF20A	Stemness
KIF20B	Stemness
ERI1	Stemness
SOCS2	Stemness
BANF1	Stemness
SNRPA	Stemness
RBBP7	Stemness
PRIM2	Stemness
NUP54	Stemness
MSH2	Stemness
STMN1	Stemness
ILF3	Stemness
AMPH	Stemness
CBX5	Stemness
SMCHD1	Stemness
TOMM40	Stemness
KNTC1	Stemness
SLFN11	Stemness
CCDC8	Stemness
C1QBP	Stemness
SPC25	Stemness
EIF4A3	Stemness
MZT1	Stemness
CTNNAL1	Stemness
TCF3	Stemness
TRA2B	Stemness
POLD2	Stemness
MRE11	Stemness
MAT2A	Stemness
ILF2	Stemness
HPRT1	Stemness
CBX3	Stemness
NUDT21	Stemness
TCERG1	Stemness
SMC2	Stemness
C19orf48	Stemness
EBNA1BP2	Stemness
PKMYT1	Stemness
LDB2	Stemness
PRPF38A	Stemness
EMILIN2	Stemness
CDT1	Stemness
VRK1	Stemness
SOX11	Stemness
SNRPE	Stemness
BLM	Stemness
BARD1	Stemness
LSM2	Stemness
PTMA	Stemness
PRPS2	Stemness
DEPDC1B	Stemness
TIPIN	Stemness
EXOSC9	Stemness
MCM2	Stemness
HMGN2	Stemness
SGO2	Stemness
CKAP2L	Stemness
CDC25C	Stemness
GINS1	Stemness
ESPL1	Stemness
PTER	Stemness
SLC5A6	Stemness
NUDCD1	Stemness
FAM213A	Stemness
TFAM	Stemness
TAF5	Stemness
RAD21	Stemness
CENPN	Stemness
CENPJ	Stemness
MIS18BP1	Stemness
MTHFD1	Stemness
SAFB	Stemness
NUDT1	Stemness
CIT	Stemness
MGMT	Stemness
C8orf59	Stemness
FAM111B	Stemness
SKA2	Stemness
RBPMS2	Stemness
LSM5	Stemness
DDIAS	Stemness
ETV4	Stemness
TUBB	Stemness
DPYSL3	Stemness
HAUS1	Stemness
LSM6	Stemness
KIF2C	Stemness
KHSRP	Stemness
COLEC12	Stemness
YEATS4	Stemness
CEP70	Stemness
MYO19	Stemness
ZFHX4	Stemness
SUV39H2	Stemness
MARCKSL1	Stemness
STIL	Stemness
RFC2	Stemness
RIF1	Stemness
CENPQ	Stemness
LY6K	Stemness
POLE	Stemness
MIS18A	Stemness
PRRX1	Stemness
MRPL48	Stemness
ARHGAP11A	Stemness
GTSE1	Stemness
PKDCC	Stemness
PRR16	Stemness
GINS4	Stemness
PA2G4	Stemness
PAGR1	Stemness
INSIG1	Stemness
PSMC3IP	Stemness
IL11	Stemness
RACGAP1	Stemness
HNRNPF	Stemness
TUSC1	Stemness
EML4	Stemness
ALKBH2	Stemness
LSM3	Stemness
OIP5	Stemness
EGR1	Stemness
DBI	Stemness
ADSL	Stemness
CSE1L	Stemness
FAM129A	Stemness
SUPT16H	Stemness
CHEK1	Stemness
TOPBP1	Stemness
EFS	Stemness
CHAF1A	Stemness
PUM3	Stemness
LRRC8C	Stemness
GGCT	Stemness
UMPS	Stemness
MRPS15	Stemness
ZDHHC6	Stemness
SCD	Stemness
BCS1L	Stemness
PTBP1	Stemness
CMC2	Stemness
CDCA4	Stemness
NSMCE4A	Stemness
HIST1H3J	Stemness
MIOS	Stemness
POLD1	Stemness
HSPB11	Stemness
DPH5	Stemness
MDK	Stemness
MATN2	Stemness
HMGA1	Stemness
H2AFX	Stemness
GLUL	Stemness
COQ2	Stemness
DAZAP1	Stemness
CDC42EP4	Stemness
KDM1A	Stemness
ETS1	Stemness
ENO1	Stemness
FOPNL	Stemness
NRM	Stemness
CTSC	Stemness
PLK4	Stemness
KHDRBS1	Stemness
POSTN	Stemness
TRIM28	Stemness
UBA2	Stemness
MED30	Stemness
RAD54L	Stemness
KIF18A	Stemness
ANP32A	Stemness
RRM1	Stemness
CIP2A	Stemness
IQCC	Stemness
CDCA7L	Stemness
DARS2	Stemness
PARPBP	Stemness
ELOVL2	Stemness
CEP83	Stemness
GAS2L3	Stemness
UBE2S	Stemness
PHGDH	Stemness
SGO1	Stemness
CEP128	Stemness
RPL39L	Stemness
